#DO NOT EDIT THIS FILE. YOUR CHANGES WILL BE ERASED WHEN THE PLUGIN IS RELOADED.
#ItemName,ID,Damage
#https://www.digminecraft.com/lists/item_id_list_pc.php
chest_minecart,chest_minecart,0
chicken,chicken,0
chipped_anvil,chipped_anvil,0
chiseled_nether_bricks,chiseled_nether_bricks,0
chiseled_polished_blackstone,chiseled_polished_blackstone,0
chiseled_quartz_block,chiseled_quartz_block,0
chiseled_red_sandstone,chiseled_red_sandstone,0
chiseled_sandstone,chiseled_sandstone,0
chiseled_stone_bricks,chiseled_stone_bricks,0
chorus_flower,chorus_flower,0
chorus_fruit,chorus_fruit,0
chorus_plant,chorus_plant,0
clay,clay,0
clay_ball,clay_ball,0
clock,clock,0
coal,coal,0
coal_block,coal_block,0
coal_ore,coal_ore,0
coarse_dirt,coarse_dirt,0
cobblestone,cobblestone,0
cobblestone_slab,cobblestone_slab,0
cobblestone_stairs,cobblestone_stairs,0
cobblestone_wall,cobblestone_wall,0
cobweb,cobweb,0
cocoa_beans,cocoa_beans,0
cod,cod,0
cod_bucket,cod_bucket,0
command_block,command_block,0
command_block_minecart,command_block_minecart,0
comparator,comparator,0
compass,compass,0
composter,composter,0
conduit,conduit,0
cooked_beef,cooked_beef,0
cooked_chicken,cooked_chicken,0
cooked_cod,cooked_cod,0
cooked_mutton,cooked_mutton,0
cooked_porkchop,cooked_porkchop,0
cooked_rabbit,cooked_rabbit,0
cooked_salmon,cooked_salmon,0
cookie,cookie,0
cornflower,cornflower,0
cracked_nether_bricks,cracked_nether_bricks,0
cracked_polished_blackstone_bricks,cracked_polished_blackstone_bricks,0
cracked_stone_bricks,cracked_stone_bricks,0
crafting_table,crafting_table,0
creeper_banner_pattern,creeper_banner_pattern,0
creeper_head,creeper_head,0
crimson_button,crimson_button,0
crimson_door,crimson_door,0
crimson_fence,crimson_fence,0
crimson_fence_gate,crimson_fence_gate,0
crimson_fungus,crimson_fungus,0
crimson_hyphae,crimson_hyphae,0
crimson_nylium,crimson_nylium,0
crimson_planks,crimson_planks,0
crimson_pressure_plate,crimson_pressure_plate,0
crimson_roots,crimson_roots,0
crimson_sign,crimson_sign,0
crimson_slab,crimson_slab,0
crimson_stairs,crimson_stairs,0
crimson_stem,crimson_stem,0
crimson_trapdoor,crimson_trapdoor,0
crossbow,crossbow,0
crying_obsidian,crying_obsidian,0
cut_red_sandstone,cut_red_sandstone,0
cut_red_sandstone_slab,cut_red_sandstone_slab,0
cut_sandstone,cut_sandstone,0
cut_sandstone_slab,cut_sandstone_slab,0
cyan_banner,cyan_banner,0
cyan_bed,cyan_bed,0
cyan_carpet,cyan_carpet,0
cyan_concrete,cyan_concrete,0
cyan_concrete_powder,cyan_concrete_powder,0
cyan_dye,cyan_dye,0
cyan_glazed_terracotta,cyan_glazed_terracotta,0
cyan_shulker_box,cyan_shulker_box,0
cyan_stained_glass,cyan_stained_glass,0
cyan_stained_glass_pane,cyan_stained_glass_pane,0
cyan_terracotta,cyan_terracotta,0
cyan_wool,cyan_wool,0
damaged_anvil,damaged_anvil,0
dandelion,dandelion,0
dark_oak_boat,dark_oak_boat,0
dark_oak_button,dark_oak_button,0
dark_oak_door,dark_oak_door,0
dark_oak_fence,dark_oak_fence,0
dark_oak_fence_gate,dark_oak_fence_gate,0
dark_oak_leaves,dark_oak_leaves,0
dark_oak_log,dark_oak_log,0
dark_oak_planks,dark_oak_planks,0
dark_oak_pressure_plate,dark_oak_pressure_plate,0
dark_oak_sapling,dark_oak_sapling,0
dark_oak_sign,dark_oak_sign,0
dark_oak_slab,dark_oak_slab,0
dark_oak_stairs,dark_oak_stairs,0
dark_oak_trapdoor,dark_oak_trapdoor,0
dark_oak_wood,dark_oak_wood,0
dark_prismarine,dark_prismarine,0
dark_prismarine_slab,dark_prismarine_slab,0
dark_prismarine_stairs,dark_prismarine_stairs,0
daylight_detector,daylight_detector,0
dead_brain_coral,dead_brain_coral,0
dead_brain_coral_block,dead_brain_coral_block,0
dead_brain_coral_fan,dead_brain_coral_fan,0
dead_bubble_coral,dead_bubble_coral,0
dead_bubble_coral_block,dead_bubble_coral_block,0
dead_bubble_coral_fan,dead_bubble_coral_fan,0
dead_bush,dead_bush,0
dead_fire_coral,dead_fire_coral,0
dead_fire_coral_block,dead_fire_coral_block,0
dead_fire_coral_fan,dead_fire_coral_fan,0
dead_horn_coral,dead_horn_coral,0
dead_horn_coral_block,dead_horn_coral_block,0
dead_horn_coral_fan,dead_horn_coral_fan,0
dead_tube_coral,dead_tube_coral,0
dead_tube_coral_block,dead_tube_coral_block,0
dead_tube_coral_fan,dead_tube_coral_fan,0
detector_rail,detector_rail,0
diamond,diamond,0
diamond_axe,diamond_axe,0
diamond_block,diamond_block,0
diamond_boots,diamond_boots,0
diamond_chestplate,diamond_chestplate,0
diamond_helmet,diamond_helmet,0
diamond_hoe,diamond_hoe,0
diamond_horse_armor,diamond_horse_armor,0
diamond_leggings,diamond_leggings,0
diamond_ore,diamond_ore,0
diamond_pickaxe,diamond_pickaxe,0
diamond_shovel,diamond_shovel,0
diamond_sword,diamond_sword,0
diorite,diorite,0
diorite_slab,diorite_slab,0
diorite_stairs,diorite_stairs,0
diorite_wall,diorite_wall,0
dirt,dirt,0
dispenser,dispenser,0
dragon_breath,dragon_breath,0
dragon_head,dragon_head,0
dried_kelp,dried_kelp,0
dried_kelp_block,dried_kelp_block,0
dropper,dropper,0
egg,egg,0
elytra,elytra,0
emerald,emerald,0
emerald_block,emerald_block,0
emerald_ore,emerald_ore,0
enchanted_book,enchanted_book,0
enchanted_golden_apple,enchanted_golden_apple,0
enchanting_table,enchanting_table,0
end_crystal,end_crystal,0
end_portal_frame,end_portal_frame,0
end_rod,end_rod,0
end_stone,end_stone,0
end_stone_brick_slab,end_stone_brick_slab,0
end_stone_brick_stairs,end_stone_brick_stairs,0
end_stone_brick_wall,end_stone_brick_wall,0
end_stone_bricks,end_stone_bricks,0
ender_chest,ender_chest,0
ender_eye,ender_eye,0
ender_pearl,ender_pearl,0
experience_bottle,experience_bottle,0
farmland,farmland,0
feather,feather,0
fermented_spider_eye,fermented_spider_eye,0
fern,fern,0
filled_map,filled_map,0
fire_charge,fire_charge,0
fire_coral,fire_coral,0
fire_coral_block,fire_coral_block,0
fire_coral_fan,fire_coral_fan,0
firework_rocket,firework_rocket,0
firework_star,firework_star,0
fishing_rod,fishing_rod,0
fletching_table,fletching_table,0
flint,flint,0
flint_and_steel,flint_and_steel,0
flower_banner_pattern,flower_banner_pattern,0
flower_pot,flower_pot,0
furnace,furnace,0
furnace_minecart,furnace_minecart,0
ghast_tear,ghast_tear,0
gilded_blackstone,gilded_blackstone,0
glass,glass,0
glass_bottle,glass_bottle,0
glass_pane,glass_pane,0
glistering_melon_slice,glistering_melon_slice,0
globe_banner_pattern,globe_banner_pattern,0
glowstone,glowstone,0
glowstone_dust,glowstone_dust,0
gold_block,gold_block,0
gold_ingot,gold_ingot,0
gold_nugget,gold_nugget,0
gold_ore,gold_ore,0
golden_apple,golden_apple,0
golden_axe,golden_axe,0
golden_boots,golden_boots,0
golden_carrot,golden_carrot,0
golden_chestplate,golden_chestplate,0
golden_helmet,golden_helmet,0
golden_hoe,golden_hoe,0
golden_horse_armor,golden_horse_armor,0
golden_leggings,golden_leggings,0
golden_pickaxe,golden_pickaxe,0
golden_shovel,golden_shovel,0
golden_sword,golden_sword,0
granite,granite,0
granite_slab,granite_slab,0
granite_stairs,granite_stairs,0
granite_wall,granite_wall,0
grass,grass,0
grass_block,grass_block,0
grass_path,grass_path,0
gravel,gravel,0
gray_banner,gray_banner,0
gray_bed,gray_bed,0
gray_carpet,gray_carpet,0
gray_concrete,gray_concrete,0
gray_concrete_powder,gray_concrete_powder,0
gray_dye,gray_dye,0
gray_glazed_terracotta,gray_glazed_terracotta,0
gray_shulker_box,gray_shulker_box,0
gray_stained_glass,gray_stained_glass,0
gray_stained_glass_pane,gray_stained_glass_pane,0
gray_terracotta,gray_terracotta,0
gray_wool,gray_wool,0
green_banner,green_banner,0
green_bed,green_bed,0
green_carpet,green_carpet,0
green_concrete,green_concrete,0
green_concrete_powder,green_concrete_powder,0
green_dye,green_dye,0
green_glazed_terracotta,green_glazed_terracotta,0
green_shulker_box,green_shulker_box,0
green_stained_glass,green_stained_glass,0
green_stained_glass_pane,green_stained_glass_pane,0
green_terracotta,green_terracotta,0
green_wool,green_wool,0
grindstone,grindstone,0
gunpowder,gunpowder,0
hay_block,hay_block,0
heart_of_the_sea,heart_of_the_sea,0
heavy_weighted_pressure_plate,heavy_weighted_pressure_plate,0
honey_block,honey_block,0
honey_bottle,honey_bottle,0
honeycomb,honeycomb,0
honeycomb_block,honeycomb_block,0
hopper,hopper,0
hopper_minecart,hopper_minecart,0
horn_coral,horn_coral,0
horn_coral_block,horn_coral_block,0
horn_coral_fan,horn_coral_fan,0
ice,ice,0
infested_chiseled_stone_bricks,infested_chiseled_stone_bricks,0
infested_cobblestone,infested_cobblestone,0
infested_cracked_stone_bricks,infested_cracked_stone_bricks,0
infested_mossy_stone_bricks,infested_mossy_stone_bricks,0
infested_stone,infested_stone,0
infested_stone_bricks,infested_stone_bricks,0
ink_sac,ink_sac,0
iron_axe,iron_axe,0
iron_bars,iron_bars,0
iron_block,iron_block,0
iron_boots,iron_boots,0
iron_chestplate,iron_chestplate,0
iron_door,iron_door,0
iron_helmet,iron_helmet,0
iron_hoe,iron_hoe,0
iron_horse_armor,iron_horse_armor,0
iron_ingot,iron_ingot,0
iron_leggings,iron_leggings,0
iron_nugget,iron_nugget,0
iron_ore,iron_ore,0
iron_pickaxe,iron_pickaxe,0
iron_shovel,iron_shovel,0
iron_sword,iron_sword,0
iron_trapdoor,iron_trapdoor,0
item_frame,item_frame,0
jack_o_lantern,jack_o_lantern,0
jukebox,jukebox,0
jungle_boat,jungle_boat,0
jungle_button,jungle_button,0
jungle_door,jungle_door,0
jungle_fence,jungle_fence,0
jungle_fence_gate,jungle_fence_gate,0
jungle_leaves,jungle_leaves,0
jungle_log,jungle_log,0
jungle_planks,jungle_planks,0
jungle_pressure_plate,jungle_pressure_plate,0
jungle_sapling,jungle_sapling,0
jungle_sign,jungle_sign,0
jungle_slab,jungle_slab,0
jungle_stairs,jungle_stairs,0
jungle_trapdoor,jungle_trapdoor,0
jungle_wood,jungle_wood,0
kelp,kelp,0
ladder,ladder,0
lantern,lantern,0
lapis_block,lapis_block,0
lapis_lazuli,lapis_lazuli,0
lapis_ore,lapis_ore,0
large_fern,large_fern,0
lava,lava,0
lava_bucket,lava_bucket,0
lead,lead,0
leather,leather,0
leather_boots,leather_boots,0
leather_chestplate,leather_chestplate,0
leather_helmet,leather_helmet,0
leather_horse_armor,leather_horse_armor,0
leather_leggings,leather_leggings,0
lectern,lectern,0
lever,lever,0
light_blue_banner,light_blue_banner,0
light_blue_bed,light_blue_bed,0
light_blue_carpet,light_blue_carpet,0
light_blue_concrete,light_blue_concrete,0
light_blue_concrete_powder,light_blue_concrete_powder,0
light_blue_dye,light_blue_dye,0
light_blue_glazed_terracotta,light_blue_glazed_terracotta,0
light_blue_shulker_box,light_blue_shulker_box,0
light_blue_stained_glass,light_blue_stained_glass,0
light_blue_stained_glass_pane,light_blue_stained_glass_pane,0
light_blue_terracotta,light_blue_terracotta,0
light_blue_wool,light_blue_wool,0
light_gray_banner,light_gray_banner,0
light_gray_bed,light_gray_bed,0
light_gray_carpet,light_gray_carpet,0
light_gray_concrete,light_gray_concrete,0
light_gray_concrete_powder,light_gray_concrete_powder,0
light_gray_dye,light_gray_dye,0
light_gray_glazed_terracotta,light_gray_glazed_terracotta,0
light_gray_shulker_box,light_gray_shulker_box,0
light_gray_stained_glass,light_gray_stained_glass,0
light_gray_stained_glass_pane,light_gray_stained_glass_pane,0
light_gray_terracotta,light_gray_terracotta,0
light_gray_wool,light_gray_wool,0
light_weighted_pressure_plate,light_weighted_pressure_plate,0
lilac,lilac,0
lily_of_the_valley,lily_of_the_valley,0
lily_pad,lily_pad,0
lime_banner,lime_banner,0
lime_bed,lime_bed,0
lime_carpet,lime_carpet,0
lime_concrete,lime_concrete,0
lime_concrete_powder,lime_concrete_powder,0
lime_dye,lime_dye,0
lime_glazed_terracotta,lime_glazed_terracotta,0
lime_shulker_box,lime_shulker_box,0
lime_stained_glass,lime_stained_glass,0
lime_stained_glass_pane,lime_stained_glass_pane,0
lime_terracotta,lime_terracotta,0
lime_wool,lime_wool,0
lingering_potion,lingering_potion,0
lodestone,lodestone,0
loom,loom,0
magenta_banner,magenta_banner,0
magenta_bed,magenta_bed,0
magenta_carpet,magenta_carpet,0
magenta_concrete,magenta_concrete,0
magenta_concrete_powder,magenta_concrete_powder,0
magenta_dye,magenta_dye,0
magenta_glazed_terracotta,magenta_glazed_terracotta,0
magenta_shulker_box,magenta_shulker_box,0
magenta_stained_glass,magenta_stained_glass,0
magenta_stained_glass_pane,magenta_stained_glass_pane,0
magenta_terracotta,magenta_terracotta,0
magenta_wool,magenta_wool,0
magma_block,magma_block,0
magma_cream,magma_cream,0
map,map,0
melon,melon,0
melon_seeds,melon_seeds,0
melon_slice,melon_slice,0
milk_bucket,milk_bucket,0
minecart,minecart,0
mojang_banner_pattern,mojang_banner_pattern,0
mossy_cobblestone,mossy_cobblestone,0
mossy_cobblestone_slab,mossy_cobblestone_slab,0
mossy_cobblestone_stairs,mossy_cobblestone_stairs,0
mossy_cobblestone_wall,mossy_cobblestone_wall,0
mossy_stone_brick_slab,mossy_stone_brick_slab,0
mossy_stone_brick_stairs,mossy_stone_brick_stairs,0
mossy_stone_brick_wall,mossy_stone_brick_wall,0
mossy_stone_bricks,mossy_stone_bricks,0
mushroom_stem,mushroom_stem,0
mushroom_stew,mushroom_stew,0
music_disc_11,music_disc_11,0
music_disc_13,music_disc_13,0
music_disc_blocks,music_disc_blocks,0
music_disc_cat,music_disc_cat,0
music_disc_chirp,music_disc_chirp,0
music_disc_far,music_disc_far,0
music_disc_mall,music_disc_mall,0
music_disc_mellohi,music_disc_mellohi,0
music_disc_pigstep,music_disc_pigstep,0
music_disc_stal,music_disc_stal,0
music_disc_strad,music_disc_strad,0
music_disc_wait,music_disc_wait,0
music_disc_ward,music_disc_ward,0
mutton,mutton,0
mycelium,mycelium,0
name_tag,name_tag,0
nautilus_shell,nautilus_shell,0
nether_brick,nether_brick,0
nether_brick_fence,nether_brick_fence,0
nether_brick_slab,nether_brick_slab,0
nether_brick_stairs,nether_brick_stairs,0
nether_brick_wall,nether_brick_wall,0
nether_bricks,nether_bricks,0
nether_gold_ore,nether_gold_ore,0
nether_quartz_ore,nether_quartz_ore,0
nether_sprouts,nether_sprouts,0
nether_star,nether_star,0
nether_wart,nether_wart,0
nether_wart_block,nether_wart_block,0
netherite_axe,netherite_axe,0
netherite_block,netherite_block,0
netherite_boots,netherite_boots,0
netherite_chestplate,netherite_chestplate,0
netherite_helmet,netherite_helmet,0
netherite_hoe,netherite_hoe,0
netherite_ingot,netherite_ingot,0
netherite_leggings,netherite_leggings,0
netherite_pickaxe,netherite_pickaxe,0
netherite_scrap,netherite_scrap,0
netherite_shovel,netherite_shovel,0
netherite_sword,netherite_sword,0
netherrack,netherrack,0
note_block,note_block,0
oak_boat,oak_boat,0
oak_button,oak_button,0
oak_door,oak_door,0
oak_fence,oak_fence,0
oak_fence_gate,oak_fence_gate,0
oak_leaves,oak_leaves,0
oak_log,oak_log,0
oak_planks,oak_planks,0
oak_pressure_plate,oak_pressure_plate,0
oak_sapling,oak_sapling,0
oak_sign,oak_sign,0
oak_slab,oak_slab,0
oak_stairs,oak_stairs,0
oak_trapdoor,oak_trapdoor,0
oak_wood,oak_wood,0
observer,observer,0
obsidian,obsidian,0
orange_banner,orange_banner,0
orange_bed,orange_bed,0
orange_carpet,orange_carpet,0
orange_concrete,orange_concrete,0
orange_concrete_powder,orange_concrete_powder,0
orange_dye,orange_dye,0
orange_glazed_terracotta,orange_glazed_terracotta,0
orange_shulker_box,orange_shulker_box,0
orange_stained_glass,orange_stained_glass,0
orange_stained_glass_pane,orange_stained_glass_pane,0
orange_terracotta,orange_terracotta,0
orange_tulip,orange_tulip,0
orange_wool,orange_wool,0
oxeye_daisy,oxeye_daisy,0
packed_ice,packed_ice,0
painting,painting,0
paper,paper,0
peony,peony,0
petrified_oak_slab,petrified_oak_slab,0
phantom_membrane,phantom_membrane,0
piglin_banner_pattern,piglin_banner_pattern,0
pink_banner,pink_banner,0
pink_bed,pink_bed,0
pink_carpet,pink_carpet,0
pink_concrete,pink_concrete,0
pink_concrete_powder,pink_concrete_powder,0
pink_dye,pink_dye,0
pink_glazed_terracotta,pink_glazed_terracotta,0
pink_shulker_box,pink_shulker_box,0
pink_stained_glass,pink_stained_glass,0
pink_stained_glass_pane,pink_stained_glass_pane,0
pink_terracotta,pink_terracotta,0
pink_tulip,pink_tulip,0
pink_wool,pink_wool,0
piston,piston,0
player_head,player_head,0
podzol,podzol,0
poisonous_potato,poisonous_potato,0
polished_andesite,polished_andesite,0
polished_andesite_slab,polished_andesite_slab,0
polished_andesite_stairs,polished_andesite_stairs,0
polished_basalt,polished_basalt,0
polished_blackstone,polished_blackstone,0
polished_blackstone_brick_slab,polished_blackstone_brick_slab,0
polished_blackstone_brick_stairs,polished_blackstone_brick_stairs,0
polished_blackstone_brick_wall,polished_blackstone_brick_wall,0
polished_blackstone_bricks,polished_blackstone_bricks,0
polished_blackstone_button,polished_blackstone_button,0
polished_blackstone_pressure_plate,polished_blackstone_pressure_plate,0
polished_blackstone_slab,polished_blackstone_slab,0
polished_blackstone_stairs,polished_blackstone_stairs,0
polished_blackstone_wall,polished_blackstone_wall,0
polished_diorite,polished_diorite,0
polished_diorite_slab,polished_diorite_slab,0
polished_diorite_stairs,polished_diorite_stairs,0
polished_granite,polished_granite,0
polished_granite_slab,polished_granite_slab,0
polished_granite_stairs,polished_granite_stairs,0
popped_chorus_fruit,popped_chorus_fruit,0
poppy,poppy,0
porkchop,porkchop,0
potato,potato,0
potion,potion,0
powered_rail,powered_rail,0
prismarine,prismarine,0
prismarine_brick_slab,prismarine_brick_slab,0
prismarine_brick_stairs,prismarine_brick_stairs,0
prismarine_bricks,prismarine_bricks,0
prismarine_crystals,prismarine_crystals,0
prismarine_shard,prismarine_shard,0
prismarine_slab,prismarine_slab,0
prismarine_stairs,prismarine_stairs,0
prismarine_wall,prismarine_wall,0
pufferfish,pufferfish,0
pufferfish_bucket,pufferfish_bucket,0
pumpkin,pumpkin,0
pumpkin_pie,pumpkin_pie,0
pumpkin_seeds,pumpkin_seeds,0
purple_banner,purple_banner,0
purple_bed,purple_bed,0
purple_carpet,purple_carpet,0
purple_concrete,purple_concrete,0
purple_concrete_powder,purple_concrete_powder,0
purple_dye,purple_dye,0
purple_glazed_terracotta,purple_glazed_terracotta,0
purple_shulker_box,purple_shulker_box,0
purple_stained_glass,purple_stained_glass,0
purple_stained_glass_pane,purple_stained_glass_pane,0
purple_terracotta,purple_terracotta,0
purple_wool,purple_wool,0
purpur_block,purpur_block,0
purpur_pillar,purpur_pillar,0
purpur_slab,purpur_slab,0
purpur_stairs,purpur_stairs,0
quartz,quartz,0
quartz_block,quartz_block,0
quartz_bricks,quartz_bricks,0
quartz_pillar,quartz_pillar,0
quartz_slab,quartz_slab,0
quartz_stairs,quartz_stairs,0
rabbit,rabbit,0
rabbit_foot,rabbit_foot,0
rabbit_hide,rabbit_hide,0
rabbit_stew,rabbit_stew,0
rail,rail,0
red_banner,red_banner,0
red_bed,red_bed,0
red_carpet,red_carpet,0
red_concrete,red_concrete,0
red_concrete_powder,red_concrete_powder,0
red_dye,red_dye,0
red_glazed_terracotta,red_glazed_terracotta,0
red_mushroom,red_mushroom,0
red_mushroom_block,red_mushroom_block,0
red_nether_brick_slab,red_nether_brick_slab,0
red_nether_brick_stairs,red_nether_brick_stairs,0
red_nether_brick_wall,red_nether_brick_wall,0
red_nether_bricks,red_nether_bricks,0
red_sand,red_sand,0
red_sandstone,red_sandstone,0
red_sandstone_slab,red_sandstone_slab,0
red_sandstone_stairs,red_sandstone_stairs,0
red_sandstone_wall,red_sandstone_wall,0
red_shulker_box,red_shulker_box,0
red_stained_glass,red_stained_glass,0
red_stained_glass_pane,red_stained_glass_pane,0
red_terracotta,red_terracotta,0
red_tulip,red_tulip,0
red_wool,red_wool,0
redstone,redstone,0
redstone_block,redstone_block,0
redstone_lamp,redstone_lamp,0
redstone_ore,redstone_ore,0
redstone_torch,redstone_torch,0
repeater,repeater,0
repeating_command_block,repeating_command_block,0
respawn_anchor,respawn_anchor,0
rose_bush,rose_bush,0
rotten_flesh,rotten_flesh,0
saddle,saddle,0
salmon,salmon,0
salmon_bucket,salmon_bucket,0
sand,sand,0
sandstone,sandstone,0
sandstone_slab,sandstone_slab,0
sandstone_stairs,sandstone_stairs,0
sandstone_wall,sandstone_wall,0
scaffolding,scaffolding,0
scute,scute,0
sea_lantern,sea_lantern,0
sea_pickle,sea_pickle,0
seagrass,seagrass,0
shears,shears,0
shield,shield,0
shroomlight,shroomlight,0
shulker_box,shulker_box,0
shulker_shell,shulker_shell,0
skeleton_skull,skeleton_skull,0
skull_banner_pattern,skull_banner_pattern,0
slime_ball,slime_ball,0
slime_block,slime_block,0
smithing_table,smithing_table,0
smoker,smoker,0
smooth_quartz,smooth_quartz,0
smooth_quartz_slab,smooth_quartz_slab,0
smooth_quartz_stairs,smooth_quartz_stairs,0
smooth_red_sandstone,smooth_red_sandstone,0
smooth_red_sandstone_slab,smooth_red_sandstone_slab,0
smooth_red_sandstone_stairs,smooth_red_sandstone_stairs,0
smooth_sandstone,smooth_sandstone,0
smooth_sandstone_slab,smooth_sandstone_slab,0
smooth_sandstone_stairs,smooth_sandstone_stairs,0
smooth_stone,smooth_stone,0
smooth_stone_slab,smooth_stone_slab,0
snow,snow,0
snow_block,snow_block,0
snowball,snowball,0
soul_lantern,soul_lantern,0
soul_sand,soul_sand,0
soul_soil,soul_soil,0
soul_torch,soul_torch,0
spectral_arrow,spectral_arrow,0
spider_eye,spider_eye,0
splash_potion,splash_potion,0
sponge,sponge,0
spruce_boat,spruce_boat,0
spruce_button,spruce_button,0
spruce_door,spruce_door,0
spruce_fence,spruce_fence,0
spruce_fence_gate,spruce_fence_gate,0
spruce_leaves,spruce_leaves,0
spruce_log,spruce_log,0
spruce_planks,spruce_planks,0
spruce_pressure_plate,spruce_pressure_plate,0
spruce_sapling,spruce_sapling,0
spruce_sign,spruce_sign,0
spruce_slab,spruce_slab,0
spruce_stairs,spruce_stairs,0
spruce_trapdoor,spruce_trapdoor,0
spruce_wood,spruce_wood,0
stick,stick,0
sticky_piston,sticky_piston,0
stone,stone,0
stone_axe,stone_axe,0
stone_brick_slab,stone_brick_slab,0
stone_brick_stairs,stone_brick_stairs,0
stone_brick_wall,stone_brick_wall,0
stone_bricks,stone_bricks,0
stone_button,stone_button,0
stone_hoe,stone_hoe,0
stone_pickaxe,stone_pickaxe,0
stone_pressure_plate,stone_pressure_plate,0
stone_shovel,stone_shovel,0
stone_slab,stone_slab,0
stone_stairs,stone_stairs,0
stone_sword,stone_sword,0
stonecutter,stonecutter,0
string,string,0
stripped_acacia_log,stripped_acacia_log,0
stripped_acacia_wood,stripped_acacia_wood,0
stripped_birch_log,stripped_birch_log,0
